time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-02T07:21:29.880Z,38.8079987,-122.793663,3.63,0.52,md,12,76,0.001282,0.02,nc,nc72459756,2015-06-02T07:23:03.010Z,"4km NW of The Geysers, California",earthquake
2015-06-02T07:18:22.510Z,35.8586667,-117.6901667,1.772,1.32,ml,13,102,0.07865,0.25,ci,ci37392320,2015-06-02T07:22:14.469Z,"21km ESE of Little Lake, California",earthquake
2015-06-02T07:09:18.400Z,38.7723351,-122.7228317,3.39,1.4,md,25,45,0.004469,0.04,nc,nc72459746,2015-06-02T07:10:52.930Z,"2km E of The Geysers, California",earthquake
2015-06-02T07:05:12.000Z,64.9581,-150.7247,0,1.3,ml,,,,0.48,ak,ak11615068,2015-06-02T07:39:43.164Z,"6km SW of Manley Hot Springs, Alaska",earthquake
2015-06-02T06:50:46.000Z,63.254,-149.8643,72.1,1,ml,,,,0.51,ak,ak11615066,2015-06-02T07:11:35.804Z,"48km WSW of Cantwell, Alaska",earthquake
2015-06-02T06:21:38.000Z,59.5717,-141.5502,0,2.2,ml,,,,1.76,ak,ak11615065,2015-06-02T06:46:34.211Z,"74km SE of Cape Yakataga, Alaska",earthquake
2015-06-02T06:21:02.000Z,64.4408,-149.4431,12.5,0.5,ml,,,,0.06,ak,ak11615063,2015-06-02T06:46:33.386Z,"22km SW of North Nenana, Alaska",earthquake
2015-06-02T06:05:18.970Z,32.6256667,-115.7238333,7.615,1.46,ml,11,185,0.02369,0.2,ci,ci37392312,2015-06-02T06:09:12.450Z,"14km WNW of Progreso, B.C., MX",earthquake
2015-06-02T06:00:10.700Z,17.95,-67.157,9,2.1,Md,3,295.2,0.10869615,0.1,pr,pr15153003,2015-06-02T07:54:16.337Z,"4km SE of Pole Ojea, Puerto Rico",earthquake
2015-06-02T05:59:57.920Z,35.8568333,-117.6945,2.242,1.4,ml,21,97,0.07477,0.22,ci,ci37392304,2015-06-02T06:04:06.720Z,"21km ESE of Little Lake, California",earthquake
2015-06-02T05:58:01.590Z,33.6983333,-116.8153333,16.705,1.76,ml,58,21,0.09114,0.22,ci,ci37392296,2015-06-02T06:08:58.700Z,"9km SE of Valle Vista, California",earthquake
2015-06-02T05:53:49.770Z,10.6985,125.1769,127.1,4.4,mb,,138,10.477,0.61,us,us20002l6i,2015-06-02T07:04:05.784Z,"12km N of Hingatungan, Philippines",earthquake
2015-06-02T05:29:48.300Z,18.3022,-65.9144,135,2.9,Md,11,162,0.06288207,0.21,pr,pr15153002,2015-06-02T05:46:18.089Z,"4km SSW of Campo Rico, Puerto Rico",earthquake
2015-06-02T05:16:58.660Z,35.8585,-117.6888333,2.862,2.39,ml,29,58,0.07938,0.22,ci,ci37392288,2015-06-02T05:27:27.640Z,"22km ESE of Little Lake, California",earthquake
2015-06-02T05:15:20.340Z,33.4915,-116.4915,12.818,0.73,ml,17,54,0.07363,0.15,ci,ci37392272,2015-06-02T05:19:17.363Z,"18km ESE of Anza, California",earthquake
2015-06-02T05:10:03.000Z,38.8136673,-122.8281631,2.78,0.8,md,13,93,0.004857,0.03,nc,nc72459716,2015-06-02T05:11:38.150Z,"7km WNW of The Geysers, California",earthquake
2015-06-02T05:08:51.720Z,38.8123322,-122.8286667,2.79,1.45,md,23,49,0.01825,0.03,nc,nc72459711,2015-06-02T05:10:28.120Z,"7km WNW of The Geysers, California",earthquake
2015-06-02T05:05:49.000Z,63.504,-151.1069,0,1.5,ml,,,,0.72,ak,ak11615039,2015-06-02T05:28:35.673Z,"108km W of Cantwell, Alaska",earthquake
2015-06-02T05:01:58.540Z,33.4896667,-116.4876667,12.458,0.72,ml,16,78,0.07673,0.21,ci,ci37392264,2015-06-02T05:05:50.475Z,"19km ESE of Anza, California",earthquake
2015-06-02T04:46:43.450Z,38.7871666,-122.7720032,2.02,1.36,md,22,78,0.01381,0.03,nc,nc72459706,2015-06-02T04:48:18.910Z,"1km NW of The Geysers, California",earthquake
2015-06-02T04:35:18.800Z,19.4717,-64.3304,52,3.3,Md,7,302.4,0.73751685,0.21,pr,pr15153004,2015-06-02T07:55:31.063Z,"120km NNE of Road Town, British Virgin Islands",earthquake
2015-06-02T04:34:41.440Z,38.8395004,-122.8274994,2.51,0.85,md,14,67,0.006304,0.02,nc,nc72459691,2015-06-02T04:36:18.840Z,"9km WNW of Cobb, California",earthquake
2015-06-02T04:30:59.000Z,60.494,-151.9689,58.5,1.7,ml,,,,0.5,ak,ak11615037,2015-06-02T05:01:01.273Z,"38km WNW of Kalifornsky, Alaska",earthquake
2015-06-02T04:26:55.400Z,18.1608,-66.8786,13,2.2,Md,11,104.4,0.19762936,0.25,pr,pr15153001,2015-06-02T04:45:56.693Z,"8km W of Adjuntas, Puerto Rico",earthquake
2015-06-02T04:05:37.369Z,37.303,-114.6466,7.0437,0.99,ml,6,110.61,0.338,0.1145,nn,nn00496989,2015-06-02T05:56:29.005Z,"36km SSW of Caliente, Nevada",earthquake
2015-06-02T03:51:45.170Z,35.8565,-117.6941667,3.116,1.11,ml,11,101,0.07477,0.17,ci,ci37392240,2015-06-02T03:55:49.887Z,"21km ESE of Little Lake, California",earthquake
2015-06-02T03:44:29.440Z,33.3238333,-116.2788333,10.304,1.39,ml,27,34,0.1285,0.2,ci,ci37392232,2015-06-02T03:48:43.021Z,"12km NE of Borrego Springs, California",earthquake
2015-06-02T03:39:29.000Z,61.5693,-150.9905,69.7,1.6,ml,,,,0.54,ak,ak11615034,2015-06-02T04:31:20.842Z,"54km WSW of Willow, Alaska",earthquake
2015-06-02T03:32:41.000Z,62.1108,-149.0247,28.2,2.2,ml,,,,0.62,ak,ak11615029,2015-06-02T04:05:18.109Z,"36km NNW of Sutton-Alpine, Alaska",earthquake
2015-06-02T03:16:22.650Z,35.8536667,-117.6861667,3.682,1.18,ml,16,106,0.07821,0.15,ci,ci37392224,2015-06-02T03:20:23.456Z,"22km ESE of Little Lake, California",earthquake
2015-06-02T03:11:25.880Z,44.7578,-129.6497,10,4.2,mb,,197,4.283,1.47,us,us20002l5r,2015-06-02T03:29:25.293Z,"Off the coast of Oregon",earthquake
2015-06-02T02:50:44.180Z,44.4071,-130.2202,10,3.9,mb,,223,4.539,0.81,us,us20002l5g,2015-06-02T07:54:35.607Z,"Off the coast of Oregon",earthquake
2015-06-02T02:32:06.000Z,56.4967,-156.3763,98.6,3,ml,,,,0.78,ak,ak11615002,2015-06-02T03:27:34.637Z,"88km NNW of Chirikof Island, Alaska",earthquake
2015-06-02T02:31:33.000Z,63.5591,-147.4611,15.4,1,ml,,,,0.15,ak,ak11614999,2015-06-02T03:27:10.210Z,"76km ENE of Cantwell, Alaska",earthquake
2015-06-02T02:24:05.050Z,35.8586667,-117.6858333,3.166,1.78,ml,22,61,0.0814,0.15,ci,ci37392184,2015-06-02T02:35:08.020Z,"22km ESE of Little Lake, California",earthquake
2015-06-02T02:18:59.870Z,33.3221667,-116.2796667,10.41,1.44,ml,32,59,0.1271,0.23,ci,ci37392176,2015-06-02T02:23:13.869Z,"12km NE of Borrego Springs, California",earthquake
2015-06-02T02:09:30.630Z,38.838501,-122.840332,2.68,0.57,md,15,66,0.003785,0.03,nc,nc72459666,2015-06-02T02:11:03.790Z,"9km NW of The Geysers, California",earthquake
2015-06-02T01:46:22.200Z,19.2921,-64.7372,43,3.2,Md,5,324,0.95670578,0.3,pr,pr15153000,2015-06-02T09:48:49.726Z,"97km N of Road Town, British Virgin Islands",earthquake
2015-06-02T01:39:10.000Z,65.0157,-149.0939,17.8,0.5,ml,,,,0.12,ak,ak11614992,2015-06-02T02:22:37.048Z,"48km N of North Nenana, Alaska",earthquake
2015-06-02T01:31:11.540Z,35.8573341,-117.6901703,3.2,3.41,ml,40,57,0.07781,0.15,ci,ci37392152,2015-06-02T09:22:53.492Z,"21km ESE of Little Lake, California",earthquake
2015-06-02T01:26:47.970Z,35.857,-117.6866667,3.312,1.48,ml,20,101,0.07985,0.18,ci,ci37392144,2015-06-02T01:30:53.381Z,"22km ESE of Little Lake, California",earthquake
2015-06-02T00:58:09.310Z,37.031,-97.9037,5.82,3,mb_lg,,39,0.167,0.68,us,us20002l54,2015-06-02T07:04:27.240Z,"17km SE of Anthony, Kansas",earthquake
2015-06-02T00:50:10.830Z,38.8351669,-122.7983322,2.62,0.73,md,14,108,0.007029,0.02,nc,nc72459631,2015-06-02T00:51:43.270Z,"6km WNW of Cobb, California",earthquake
2015-06-02T00:16:29.570Z,33.6593333,-116.7693333,12.62,0.89,ml,33,52,0.06562,0.16,ci,ci37392120,2015-06-02T00:20:38.949Z,"10km SSW of Idyllwild, California",earthquake
2015-06-02T00:15:06.000Z,60.9143,-152.4536,18.1,1.1,ml,,,,0.29,ak,ak11614972,2015-06-02T00:57:30.914Z,"50km NNE of Redoubt Volcano, Alaska",earthquake
2015-06-02T00:11:10.570Z,-16.7855,-14.248,10,5.1,mb,,82,25.088,0.83,us,us20002l51,2015-06-02T08:13:50.997Z,"Southern Mid-Atlantic Ridge",earthquake
2015-06-02T00:07:36.430Z,40.3665009,-123.7536697,26.47,1.79,md,11,86,0.07875,0.02,nc,nc72459621,2015-06-02T00:09:13.960Z,"27km NNE of Redway, California",earthquake
2015-06-01T23:56:05.340Z,33.512,-116.4556667,8.773,0.63,ml,18,101,0.0275,0.22,ci,ci37392112,2015-06-02T00:00:08.237Z,"21km ESE of Anza, California",earthquake
2015-06-01T23:55:38.310Z,51.945,152.5318,420.54,4.2,mb,,143,3.364,0.44,us,us20002l4z,2015-06-02T00:44:37.648Z,"279km WNW of Ozernovskiy, Russia",earthquake
2015-06-01T23:54:20.000Z,61.7491,-146.307,20.4,2,ml,,,,0.81,ak,ak11614945,2015-06-02T00:30:33.578Z,"56km SW of Glennallen, Alaska",earthquake
2015-06-01T23:40:14.400Z,-23.8146,-179.9547,536.66,4.7,mb,,86,5.704,0.79,us,us20002l4v,2015-06-02T07:42:51.279Z,"South of the Fiji Islands",earthquake
2015-06-01T23:30:28.960Z,38.0219,72.6699,141.69,4.8,mb,,49,0.938,0.93,us,us20002l4u,2015-06-02T07:33:00.800Z,"111km ENE of Shughnon, Tajikistan",earthquake
2015-06-01T23:28:53.480Z,38.7876663,-122.7724991,2.05,0.86,md,16,77,0.01325,0.02,nc,nc72459606,2015-06-01T23:30:28.710Z,"1km NW of The Geysers, California",earthquake
2015-06-01T23:16:01.890Z,46.225,-122.793,5.15,0.67,md,5,336,0.3079,0.22,uw,uw61029726,2015-06-01T23:29:32.140Z,"10km ENE of West Side Highway, Washington",earthquake
2015-06-01T23:12:27.420Z,33.3356667,-116.2758333,7.668,0.88,ml,27,147,0.1361,0.19,ci,ci37392088,2015-06-01T23:16:38.698Z,"13km NE of Borrego Springs, California",earthquake
2015-06-01T23:01:15.000Z,60.1693,-141.4358,0.7,1.3,ml,,,,0.98,ak,ak11614916,2015-06-01T23:30:32.961Z,"56km ENE of Cape Yakataga, Alaska",earthquake
2015-06-01T22:59:41.000Z,60.3652,-140.2202,1.5,1.8,ml,,,,0.88,ak,ak11614911,2015-06-01T23:30:32.153Z,"95km NNW of Yakutat, Alaska",earthquake
2015-06-01T22:54:18.190Z,33.6036667,-116.8116667,10.138,0.66,ml,21,87,0.03999,0.14,ci,ci37392072,2015-06-01T22:58:25.231Z,"14km WNW of Anza, California",earthquake
2015-06-01T22:52:34.020Z,51.367,-178.0024,51.35,5.1,mb,,107,0.718,0.98,us,us20002l4q,2015-06-01T23:59:59.062Z,"58km S of Tanaga Volcano, Alaska",earthquake
2015-06-01T22:26:30.330Z,43.8656667,-122.9608333,0.02,0.86,md,5,139,0.1727,0.15,uw,uw61029696,2015-06-01T23:26:23.030Z,"7km SE of Creswell, Oregon",explosion
2015-06-01T22:20:24.000Z,61.8776,-149.6164,36.7,1.4,ml,,,,0.59,ak,ak11614873,2015-06-01T22:55:46.401Z,"24km NW of Fishhook, Alaska",earthquake
2015-06-01T22:14:00.160Z,34.2751667,-117.0208333,7.527,1.18,ml,36,71,0.02228,0.17,ci,ci37392048,2015-06-01T22:24:52.330Z,"11km WNW of Big Bear Lake, California",earthquake
2015-06-01T22:10:26.640Z,38.8113327,-122.8216629,3.27,0.18,md,8,172,0.01507,0.01,nc,nc72459581,2015-06-01T22:12:03.020Z,"6km NW of The Geysers, California",earthquake
2015-06-01T21:58:28.490Z,33.3303333,-116.2893333,8.221,1.03,ml,23,75,0.1237,0.22,ci,ci37392032,2015-06-01T22:02:46.449Z,"12km NE of Borrego Springs, California",earthquake
2015-06-01T21:52:37.150Z,37.6513329,-118.8131638,3.48,0.9,md,9,100,0.02721,0.01,nc,nc72459576,2015-06-01T21:54:15.060Z,"14km E of Mammoth Lakes, California",earthquake
2015-06-01T21:50:00.710Z,38.8241653,-122.8255005,2.84,0.81,md,19,59,0.007517,0.02,nc,nc72459566,2015-06-01T21:51:32.890Z,"7km NW of The Geysers, California",earthquake
2015-06-01T21:47:01.300Z,38.8353348,-122.8010025,2.68,0.68,md,11,79,0.008872,0.02,nc,nc72459561,2015-06-01T21:48:37.830Z,"6km WNW of Cobb, California",earthquake
2015-06-01T21:46:32.620Z,38.8356667,-122.8000031,1.99,0.89,md,13,109,0.01969,0.04,nc,nc72459556,2015-06-01T21:48:07.840Z,"6km WNW of Cobb, California",earthquake
2015-06-01T21:31:56.500Z,35.7859,-96.9874,6.55,3.3,ml,,113,,0.76,us,us20002l4i,2015-06-02T02:01:18.517Z,"13km NW of Chandler, Oklahoma",earthquake
2015-06-01T21:19:09.350Z,37.6503333,-118.8145,3.03,0.22,md,8,191,0.0264,0.02,nc,nc72459551,2015-06-02T00:23:57.060Z,"13km E of Mammoth Lakes, California",earthquake
2015-06-01T21:15:49.240Z,38.8479996,-122.7971649,1.36,1.72,md,30,47,0.006848,0.04,nc,nc72459541,2015-06-01T21:17:23.600Z,"7km WNW of Cobb, California",earthquake
2015-06-01T21:09:22.860Z,37.5916667,-118.8133333,6.75,0.6,md,10,288,0.01264,0.03,nc,nc72459536,2015-06-01T23:19:15.750Z,"15km ESE of Mammoth Lakes, California",earthquake
2015-06-01T21:08:03.230Z,33.0655,-115.5815,6.93,1.82,ml,23,95,0.02717,0.21,ci,ci37392016,2015-06-01T22:05:04.172Z,"5km NE of Westmorland, California",earthquake
2015-06-01T20:58:15.440Z,33.8975,-118.0168333,3.795,1.53,ml,21,126,0.09098,0.18,ci,ci37392008,2015-06-01T21:02:51.042Z,"2km SSW of La Mirada, California",earthquake
2015-06-01T20:43:13.130Z,38.8296661,-122.809166,2.74,0.32,md,6,130,0.006302,0.01,nc,nc72459526,2015-06-01T20:44:47.380Z,"7km W of Cobb, California",earthquake
2015-06-01T20:40:55.430Z,33.8045,-117.4896667,1.967,1.12,ml,30,62,0.03937,0.27,ci,ci37392000,2015-06-01T20:45:15.173Z,"9km SSE of Home Gardens, California",earthquake
2015-06-01T20:11:31.560Z,44.4864,-129.851,10,5.9,mwb,,158,4.314,1.77,us,us20002l3n,2015-06-02T07:35:02.142Z,"Off the coast of Oregon",earthquake
2015-06-01T20:10:46.100Z,33.4856667,-116.499,15.446,0.73,ml,24,94,0.07188,0.21,ci,ci37391992,2015-06-01T20:14:40.019Z,"18km ESE of Anza, California",earthquake
2015-06-01T20:09:42.000Z,57.9414,-154.2363,45.7,1.7,ml,,,,0.11,ak,ak11614813,2015-06-01T20:36:11.175Z,"47km NNW of Larsen Bay, Alaska",earthquake
2015-06-01T20:09:02.820Z,38.7926674,-122.7298355,2.75,0.79,md,10,59,0.01046,0.02,nc,nc72459511,2015-06-01T20:10:37.130Z,"2km NE of The Geysers, California",earthquake
2015-06-01T20:06:34.000Z,63.3863,-151.2704,9,1.6,ml,,,,0.44,ak,ak11614811,2015-06-01T20:36:06.635Z,"115km W of Cantwell, Alaska",earthquake
2015-06-01T20:02:48.280Z,35.8531667,-117.6776667,4.01,0.4,ml,10,89,0.07508,0.09,ci,ci37391984,2015-06-01T22:26:38.708Z,"23km ESE of Little Lake, California",earthquake
2015-06-01T19:54:39.960Z,33.0365,-116.4345,11.345,1.49,ml,42,50,0.1439,0.21,ci,ci37391968,2015-06-01T19:58:58.514Z,"16km ESE of Julian, California",earthquake
2015-06-01T19:33:42.320Z,33.4893333,-116.5043333,14.28,0.66,ml,24,92,0.07154,0.13,ci,ci37391952,2015-06-01T21:38:25.401Z,"17km ESE of Anza, California",earthquake
2015-06-01T19:26:56.630Z,19.4106674,-155.2736664,2.15,1.88,ml,22,38,0.006982,0.21,hv,hv60950841,2015-06-01T19:32:39.910Z,"4km WSW of Volcano, Hawaii",earthquake
2015-06-01T19:22:17.110Z,35.8506667,-117.6846667,3.492,0.95,ml,13,78,0.07755,0.16,ci,ci37391944,2015-06-01T19:26:01.859Z,"22km ESE of Little Lake, California",earthquake
2015-06-01T19:19:43.800Z,35.788,-96.9872,6.269,3.5,ml,,58,,0.74,us,us20002l39,2015-06-02T01:58:02.419Z,"13km NW of Chandler, Oklahoma",earthquake
2015-06-01T19:10:18.000Z,57.4862,-154.7695,15.5,2.1,Ml,,,,0.16,ak,ak11614809,2015-06-01T19:38:02.259Z,"47km W of Larsen Bay, Alaska",earthquake
2015-06-01T19:00:46.090Z,33.9573333,-117.7335,9.893,1.21,ml,28,50,0.06045,0.21,ci,ci37391936,2015-06-01T19:05:03.133Z,"5km SSE of Chino Hills, California",earthquake
2015-06-01T18:54:07.210Z,35.8491667,-117.6896667,0.872,1.15,ml,18,90,0.07333,0.32,ci,ci37391920,2015-06-01T22:01:50.302Z,"22km ESE of Little Lake, California",earthquake
2015-06-01T18:50:24.660Z,39.5738335,-122.0161667,7.58,2.44,md,17,82,0.3213,0.18,nc,nc72459486,2015-06-02T07:37:49.738Z,"16km ENE of Willows, California",earthquake
2015-06-01T18:44:20.210Z,46.624,-119.9043333,1.6,-0.28,md,3,304,0.07389,0.02,uw,uw61029436,2015-06-01T23:19:22.180Z,"6km S of Desert Aire, Washington",earthquake
2015-06-01T18:38:14.610Z,46.819,-121.9823333,10.72,0.42,md,6,301,0.09628,0.05,uw,uw61029421,2015-06-01T23:17:45.110Z,"22km ESE of Eatonville, Washington",earthquake
2015-06-01T18:35:51.930Z,33.3191667,-116.2921667,11.127,2.19,ml,56,53,0.1164,0.25,ci,ci37391912,2015-06-01T19:35:33.441Z,"10km NE of Borrego Springs, California",earthquake
2015-06-01T18:34:05.540Z,33.315,-116.2856667,10.937,1.71,ml,49,35,0.1196,0.22,ci,ci37391904,2015-06-01T18:44:38.050Z,"11km NE of Borrego Springs, California",earthquake
2015-06-01T17:42:21.490Z,37.4986667,-118.859,3.53,0.71,md,13,231,0.09424,0.11,nc,nc72459456,2015-06-01T21:51:49.650Z,"19km SSE of Mammoth Lakes, California",earthquake
2015-06-01T17:41:46.000Z,63.2777,-151.0965,11.7,1.1,ml,,,,0.36,ak,ak11614724,2015-06-01T18:15:05.838Z,"108km W of Cantwell, Alaska",earthquake
2015-06-01T17:35:34.210Z,35.8079,-97.0129,6.23,3.6,mb_lg,,17,0.202,0.41,us,us20002l2q,2015-06-02T01:35:04.171Z,"16km NW of Chandler, Oklahoma",earthquake
2015-06-01T17:32:05.240Z,38.7518349,-122.8343353,5.5,0.78,md,7,202,0.01514,0.01,nc,nc72459451,2015-06-01T17:33:42.910Z,"7km WSW of The Geysers, California",earthquake
2015-06-01T17:28:37.840Z,37.4898333,-118.5363333,6.22,0.95,md,13,84,0.09404,0.05,nc,nc72459446,2015-06-01T21:33:14.640Z,"15km NW of Dixon Lane-Meadow Creek, California",earthquake
2015-06-01T17:16:05.870Z,36.0353317,-120.6006699,5.07,0.78,md,8,180,0.0336,0.04,nc,nc72459441,2015-06-01T17:17:42.730Z,"24km WSW of Coalinga, California",earthquake
2015-06-01T17:08:02.820Z,38.7921677,-122.7671661,2.69,0.86,md,14,70,0.02144,0.03,nc,nc72459436,2015-06-01T17:09:37.710Z,"1km NNW of The Geysers, California",earthquake
2015-06-01T17:03:48.520Z,19.7929993,-156.1165009,9.87,2.14,md,25,285,0.2856,0.34,hv,hv60950791,2015-06-01T17:07:14.180Z,"15km WNW of Kalaoa, Hawaii",earthquake
2015-06-01T16:59:59.000Z,60.9804,-147.7386,129.9,2,ml,,,,1.69,ak,ak11614717,2015-06-01T17:44:25.891Z,"56km ENE of Whittier, Alaska",earthquake
2015-06-01T16:59:18.360Z,33.4668333,-116.5658333,9.45,1.13,ml,37,40,0.04119,0.11,ci,ci37391856,2015-06-01T21:35:02.470Z,"14km SE of Anza, California",earthquake
2015-06-01T16:48:33.590Z,36.0118333,-117.787,0.01,0.03,ml,7,119,0.02211,0.14,ci,ci37391848,2015-06-01T22:24:08.690Z,"14km NE of Little Lake, California",earthquake
2015-06-01T16:44:27.830Z,36.5853348,-121.4049988,1.83,1.7,md,11,87,0.01274,0.09,nc,nc72459421,2015-06-01T16:46:02.490Z,"9km NNE of Gonzales, California",earthquake
2015-06-01T16:33:00.000Z,63.4103,-148.5568,7.6,1,ml,,,,0.47,ak,ak11614544,2015-06-01T17:19:47.817Z,"19km E of Cantwell, Alaska",earthquake
2015-06-01T16:28:39.000Z,64.6885,-147.6332,8.2,1.5,ml,,,,0.72,ak,ak11614542,2015-06-01T17:19:46.985Z,"13km SSW of Badger, Alaska",earthquake
2015-06-01T16:18:14.000Z,62.7542,-150.7698,26.6,1.1,ml,,,,0.45,ak,ak11614537,2015-06-01T16:45:00.655Z,"58km NW of Talkeetna, Alaska",earthquake
2015-06-01T16:10:56.000Z,62.044,-148.3473,31.3,1.2,ml,,,,0.2,ak,ak11614536,2015-06-01T16:45:01.335Z,"38km NE of Sutton-Alpine, Alaska",earthquake
2015-06-01T15:51:39.970Z,39.8309,143.2629,30.77,4.6,mb,,87,2.183,0.62,us,us20002l1n,2015-06-01T23:54:20.826Z,"114km ENE of Miyako, Japan",earthquake
2015-06-01T15:50:29.178Z,39.4035,-119.8135,5.6543,0.9,ml,15,78.94,0.04,0.1161,nn,nn00496898,2015-06-01T16:41:23.543Z,"14km S of Reno, Nevada",earthquake
2015-06-01T15:37:28.130Z,33.9011667,-116.9175,11.971,1,ml,31,62,0.1206,0.22,ci,ci37391824,2015-06-01T18:23:57.969Z,"5km SW of Banning, California",earthquake
2015-06-01T15:36:09.410Z,36.6624985,-121.291832,6.31,1.15,md,9,76,0.0154,0.09,nc,nc72459411,2015-06-01T15:37:42.920Z,"17km SSE of Ridgemark, California",earthquake
2015-06-01T15:33:46.000Z,62.276,-150.9599,76.4,2,ml,,,,0.59,ak,ak11614528,2015-06-01T16:13:12.264Z,"44km W of Talkeetna, Alaska",earthquake
2015-06-01T15:32:44.540Z,33.3415,-116.2103333,5.599,0.92,ml,18,163,0.1529,0.34,ci,ci37391816,2015-06-01T18:23:25.254Z,"17km SW of Oasis, California",earthquake
2015-06-01T15:28:12.520Z,33.5093333,-116.4888333,9.2,0.91,ml,29,73,0.05458,0.11,ci,ci37391808,2015-06-01T21:32:49.850Z,"18km ESE of Anza, California",earthquake
