time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-29T16:57:37.280Z,44.7711667,-111.1271667,12.55,0.13,md,6,211,0.087,0.16,uu,uu60115767,2015-06-29T17:39:38.630Z,"12km N of West Yellowstone, Montana",earthquake
2015-06-29T16:50:16.000Z,62.8912,-148.5358,65.1,1.2,ml,,,,0.45,ak,ak11637912,2015-06-29T21:29:48.892Z,"59km SSE of Cantwell, Alaska",earthquake
2015-06-29T16:48:38.281Z,37.7001,-117.6582,2.6702,1.2,ml,10,92.58,0.467,0.1252,nn,nn00500262,2015-06-29T21:51:28.577Z,"37km W of Goldfield, Nevada",earthquake
2015-06-29T16:36:56.640Z,36.7471667,-117.2306667,0.039,2.1,ml,11,91,0.1084,0.23,ci,ci37193703,2015-06-29T21:23:36.154Z,"18km NNW of Stovepipe Wells, California",earthquake
2015-06-29T16:35:30.180Z,34.0148333,-117.1536667,22.081,1.19,ml,19,79,0.06913,0.4,ci,ci37193695,2015-06-29T16:39:39.702Z,"5km SSE of Redlands, California",earthquake
2015-06-29T16:34:48.278Z,36.6954,-116.315,9.8164,0.98,ml,16,72.62,0.089,0.0992,nn,nn00500260,2015-06-29T21:14:04.598Z,"46km ESE of Beatty, Nevada",earthquake
2015-06-29T16:15:44.000Z,57.8983,-154.0638,39,2.9,ml,,,,0.59,ak,ak11637877,2015-06-30T00:18:16.265Z,"40km N of Larsen Bay, Alaska",earthquake
2015-06-29T16:14:41.550Z,19.3623333,-155.2355,30.02,2.2,md,54,54,0.01217,0.12,hv,hv60969066,2015-06-30T00:17:13.113Z,"7km S of Volcano, Hawaii",earthquake
2015-06-29T16:11:58.990Z,36.1445,-118.0515,8.236,0.97,ml,11,103,0.1614,0.18,ci,ci37193655,2015-06-29T16:16:02.230Z,"14km NW of Coso Junction, California",earthquake
2015-06-29T16:05:03.400Z,38.836834,-122.7928314,2.5,0.52,md,9,118,0.01407,0.01,nc,nc72474236,2015-06-29T16:06:40.150Z,"6km WNW of Cobb, California",earthquake
2015-06-29T15:58:39.000Z,52.0391,175.2847,61.2,3.6,ml,,,,0.6,ak,ak11637876,2015-06-30T00:01:22.049Z,"56km SW of Buldir Island, Alaska",earthquake
2015-06-29T15:46:03.180Z,36.4868333,-89.5591667,9.3,1.28,md,12,106,0.05387,0.05,nm,nm60081572,2015-06-29T17:21:16.800Z,"11km SSW of New Madrid, Missouri",earthquake
2015-06-29T15:37:07.600Z,38.8168335,-122.8170013,2.83,1.1,md,14,86,0.008498,0.02,nc,nc72474231,2015-06-29T15:38:39.970Z,"6km NW of The Geysers, California",earthquake
2015-06-29T15:34:13.580Z,44.7601667,-111.238,12.43,0.42,md,6,146,0.051,0.11,uu,uu60115757,2015-06-29T16:23:31.640Z,"15km NW of West Yellowstone, Montana",earthquake
2015-06-29T15:33:35.820Z,34.3813333,-119.5715,-0.002,1.92,ml,21,88,0.04944,0.29,ci,ci37193623,2015-06-29T15:40:17.097Z,"5km WSW of Carpinteria, California",earthquake
2015-06-29T15:24:06.000Z,61.9027,-146.9432,33.7,1.8,ml,,,,1.03,ak,ak11637844,2015-06-29T15:43:43.798Z,"76km WSW of Glennallen, Alaska",earthquake
2015-06-29T15:22:21.394Z,37.443,-116.8518,13.7454,0.21,ml,7,274.73,0.317,0.1028,nn,nn00500259,2015-06-29T20:53:12.507Z,"44km SE of Goldfield, Nevada",earthquake
2015-06-29T15:11:58.490Z,46.9625,-121.9465,12.45,0.81,md,9,215,0.1097,0.11,uw,uw61035762,2015-06-29T16:19:58.920Z,"23km SSE of Buckley, Washington",earthquake
2015-06-29T15:06:48.000Z,61.5318,-141.3405,5.6,1.4,ml,,,,0.3,ak,ak11637839,2015-06-29T15:31:35.768Z,"164km E of Chitina, Alaska",earthquake
2015-06-29T15:02:34.390Z,34.361,-118.6576667,4.709,1.97,ml,45,71,0.03976,0.29,ci,ci37193607,2015-06-29T15:13:45.810Z,"12km NE of Simi Valley, California",earthquake
2015-06-29T14:57:04.830Z,38.7994995,-122.7568359,2.54,1.18,md,19,51,0.0226,0.04,nc,nc72474191,2015-06-29T14:58:40.640Z,"2km N of The Geysers, California",earthquake
2015-06-29T14:54:36.150Z,38.8223343,-122.7973328,3.53,0.88,md,17,103,0.01001,0.02,nc,nc72474186,2015-06-29T14:56:10.610Z,"6km W of Cobb, California",earthquake
2015-06-29T14:53:35.410Z,32.9276667,-116.3323333,10.137,1.07,ml,22,85,0.06838,0.2,ci,ci37193599,2015-06-29T14:57:36.595Z,"22km ENE of Pine Valley, California",earthquake
2015-06-29T14:41:28.780Z,19.426,-155.6108333,2.26,1.33,md,23,97,0.0268,0.15,hv,hv60969011,2015-06-29T18:39:23.270Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-06-29T14:37:27.320Z,38.8025017,-122.770668,2.01,0.95,md,12,67,0.01329,0.02,nc,nc72474181,2015-06-29T14:39:00.470Z,"3km NNW of The Geysers, California",earthquake
2015-06-29T14:14:07.930Z,0.3154,123.924,218.59,4.4,mb,,147,1.773,0.93,us,us10002mcg,2015-06-29T22:17:03.796Z,"10km SW of Molibagu, Indonesia",earthquake
2015-06-29T13:55:20.400Z,-17.4755,167.8831,33.91,4.9,mb,,187,3.34,0.94,us,us10002mca,2015-06-29T21:58:03.846Z,"54km WNW of Port-Vila, Vanuatu",earthquake
2015-06-29T13:53:43.980Z,19.3635,-155.2326667,30.06,1.75,md,51,53,0.01251,0.1,hv,hv60968991,2015-06-29T19:39:40.430Z,"7km S of Volcano, Hawaii",earthquake
2015-06-29T13:53:02.610Z,38.7765007,-122.7023315,2,1.33,md,16,128,0.008647,0.08,nc,nc72474166,2015-06-29T13:54:35.140Z,"4km E of The Geysers, California",earthquake
2015-06-29T13:52:33.620Z,53.5736,163.2931,35.89,4.4,mb,,140,2.84,0.85,us,us10002mcd,2015-06-29T21:55:09.502Z,"251km SW of Nikol'skoye, Russia",earthquake
2015-06-29T13:50:46.690Z,33.5241667,-116.8701667,8.903,0.39,ml,13,130,0.1072,0.33,ci,ci37193575,2015-06-29T13:55:03.588Z,"9km N of Aguanga, California",earthquake
2015-06-29T13:43:23.000Z,62.0073,-149.3707,56.2,1.3,ml,,,,0.37,ak,ak11637809,2015-06-29T13:58:21.031Z,"30km NNW of Fishhook, Alaska",earthquake
2015-06-29T13:41:41.810Z,36.1398333,-118.0466667,9.036,1.12,ml,17,78,0.1569,0.15,ci,ci37193559,2015-06-29T14:10:45.772Z,"14km NW of Coso Junction, California",earthquake
2015-06-29T13:23:01.520Z,32.56,-90.0704,5,3.2,mb_lg,,51,0.509,0.45,us,us10002mc3,2015-06-30T02:10:08.684Z,"6km SSW of Canton, Mississippi",earthquake
2015-06-29T13:22:52.050Z,47.66,-122.7565,18.06,0.35,md,5,259,0.1065,0.14,uw,uw61035732,2015-06-29T15:55:28.390Z,"4km WNW of Silverdale, Washington",earthquake
2015-06-29T13:12:09.645Z,36.7182,-117.2614,12.4353,0.86,ml,11,136.64,0.074,0.1246,nn,nn00500254,2015-06-29T19:27:01.906Z,"49km WSW of Beatty, Nevada",earthquake
2015-06-29T13:06:44.270Z,34.1028333,-116.7761667,11.92,0.72,ml,14,98,0.07243,0.19,ci,ci37193551,2015-06-29T13:10:45.999Z,"19km SSE of Big Bear City, California",earthquake
2015-06-29T13:05:59.000Z,59.7712,-152.8339,18.6,1.6,ml,,,,0.46,ak,ak11637807,2015-06-29T13:19:59.790Z,"56km W of Anchor Point, Alaska",earthquake
2015-06-29T12:26:55.030Z,38.8773346,-122.800499,20.38,0.73,md,7,191,0.03946,0.05,nc,nc72474121,2015-06-29T12:28:30.520Z,"9km NW of Cobb, California",earthquake
2015-06-29T12:20:27.040Z,33.6316667,-116.677,-0.005,1.07,ml,15,115,0.05795,0.28,ci,ci37193535,2015-06-29T12:24:44.639Z,"8km N of Anza, California",earthquake
2015-06-29T12:12:01.040Z,36.1368333,-118.0496667,5.422,1.28,ml,20,79,0.1589,0.17,ci,ci37193527,2015-06-29T14:11:19.867Z,"14km NW of Coso Junction, California",earthquake
2015-06-29T12:10:47.190Z,36.1396667,-118.0495,5.212,2.26,ml,24,79,0.1591,0.17,ci,ci37193519,2015-06-29T15:20:07.583Z,"14km NW of Coso Junction, California",earthquake
2015-06-29T12:01:59.000Z,57.6023,-154.1076,6.5,1.8,ml,,,,0.38,ak,ak11637783,2015-06-29T17:23:02.664Z,"10km NW of Larsen Bay, Alaska",earthquake
2015-06-29T12:00:46.960Z,36.1415,-118.0493333,8.172,1.69,ml,21,79,0.1592,0.16,ci,ci37193511,2015-06-29T12:11:51.110Z,"14km NW of Coso Junction, California",earthquake
2015-06-29T11:59:35.680Z,36.1405,-118.0531667,7.142,1.11,ml,17,79,0.1622,0.18,ci,ci37193503,2015-06-29T14:11:37.332Z,"14km NW of Coso Junction, California",earthquake
2015-06-29T11:57:53.310Z,36.1436667,-118.0513333,6.822,1.88,ml,21,80,0.1612,0.21,ci,ci37193495,2015-06-29T14:12:39.985Z,"14km NW of Coso Junction, California",earthquake
2015-06-29T11:56:43.630Z,38.084,-112.8458333,2.11,0.72,md,7,104,0.122,0.12,uu,uu60115752,2015-06-29T15:29:51.780Z,"26km N of Parowan, Utah",earthquake
2015-06-29T11:11:58.000Z,60.296,-151.9642,90.7,1.9,ml,,,,0.74,ak,ak11637777,2015-06-29T11:31:54.474Z,"37km WSW of Cohoe, Alaska",earthquake
2015-06-29T11:10:31.480Z,44.4813333,-110.5823333,5.4,1.21,ml,11,119,0.045,0.14,uu,uu60115747,2015-06-29T15:34:00.440Z,"19km E of Old Faithful Geyser, Wyoming",earthquake
2015-06-29T11:06:41.463Z,37.7333,-116.3277,11.3057,0.47,ml,8,308.69,0.523,0.1792,nn,nn00500251,2015-06-29T19:17:16.312Z,"50km S of Warm Springs, Nevada",earthquake
2015-06-29T10:59:59.060Z,34.053,-117.2406667,14.962,0.74,ml,24,65,0.1267,0.2,ci,ci37193487,2015-06-29T14:12:57.661Z,"2km ENE of Loma Linda, California",earthquake
2015-06-29T10:54:24.010Z,38.8131676,-122.821167,3.37,1.34,md,25,80,0.00759,0.03,nc,nc72474046,2015-06-29T10:55:59.930Z,"6km NW of The Geysers, California",earthquake
2015-06-29T10:52:50.671Z,38.4079,-119.375,5.0493,0.91,ml,7,142.5,0.109,0.1029,nn,nn00500250,2015-06-29T19:04:42.772Z,"21km NW of Bridgeport, California",earthquake
2015-06-29T10:47:28.101Z,37.9065,-116.1603,0,1.44,ml,8,123.74,0.633,0.1452,nn,nn00500249,2015-06-29T18:48:56.233Z,"36km SSE of Warm Springs, Nevada",earthquake
2015-06-29T10:40:11.000Z,59.9502,-151.1025,56.9,2.7,ml,,,,1.06,ak,ak11637773,2015-06-29T18:42:47.552Z,"26km NNE of Fritz Creek, Alaska",earthquake
2015-06-29T10:38:58.720Z,38.8214989,-122.8190002,2.71,0.85,md,17,57,0.007225,0.06,nc,nc72474036,2015-06-29T10:40:34.880Z,"7km NW of The Geysers, California",earthquake
2015-06-29T10:26:58.810Z,36.5003319,-121.0018311,3.58,1.86,md,10,170,0.06133,0.03,nc,nc72474026,2015-06-29T10:28:35.760Z,"29km NE of Greenfield, California",earthquake
2015-06-29T10:15:13.270Z,38.7898331,-122.7633362,2.28,1.31,md,19,92,0.0195,0.03,nc,nc72474016,2015-06-29T10:16:50.680Z,"1km NNW of The Geysers, California",earthquake
2015-06-29T10:13:01.000Z,57.4929,-154.1531,56.7,4.5,ml,,,,0.91,ak,ak11637738,2015-06-29T14:08:47.238Z,"11km WSW of Larsen Bay, Alaska",earthquake
2015-06-29T09:41:07.210Z,33.5986667,-116.8118333,9.508,0.54,ml,24,49,0.04015,0.15,ci,ci37193479,2015-06-29T14:13:00.600Z,"14km WNW of Anza, California",earthquake
2015-06-29T09:40:48.180Z,33.598,-116.8143333,9.028,0.27,ml,21,50,0.04215,0.08,ci,ci37193471,2015-06-29T14:13:04.575Z,"14km WNW of Anza, California",earthquake
2015-06-29T09:35:53.370Z,33.5918333,-116.8173333,9.724,0.13,ml,10,172,0.04578,0.07,ci,ci37193463,2015-06-29T14:13:21.431Z,"14km WNW of Anza, California",earthquake
2015-06-29T09:35:23.960Z,38.8250008,-122.7968369,3.43,1.02,md,17,82,0.01046,0.02,nc,nc72474001,2015-06-29T09:37:00.380Z,"6km W of Cobb, California",earthquake
2015-06-29T09:34:09.800Z,33.598,-116.8143333,9.848,0.31,ml,24,77,0.04215,0.09,ci,ci37193455,2015-06-30T01:18:14.683Z,"14km WNW of Anza, California",earthquake
2015-06-29T09:33:21.860Z,33.5931667,-116.8161667,9.068,0.32,ml,17,56,0.04346,0.09,ci,ci37193447,2015-06-29T14:13:39.905Z,"14km WNW of Anza, California",earthquake
2015-06-29T09:31:24.020Z,33.5855,-116.8218333,8.77,2.45,ml,126,19,0.04888,0.2,ci,ci37193439,2015-06-30T01:43:46.270Z,"14km WNW of Anza, California",earthquake
2015-06-29T09:09:15.610Z,-16.0151,-74.2109,23.72,5.5,mb,,92,4.377,1.06,us,us10002mb3,2015-06-29T21:03:29.303Z,"77km SSE of Acari, Peru",earthquake
2015-06-29T09:09:02.310Z,33.2401667,-116.0878333,4.908,0.97,ml,24,269,0.2774,0.18,ci,ci37193423,2015-06-30T01:48:50.674Z,"12km NNE of Ocotillo Wells, California",earthquake
2015-06-29T09:05:20.800Z,19.1417,-64.7195,8,2.9,Md,6,284.4,0.71416065,0.1,pr,pr15180006,2015-06-29T17:07:47.351Z,"80km N of Road Town, British Virgin Islands",earthquake
2015-06-29T09:03:07.800Z,18.9587,-64.9428,48,2.4,Md,4,259.2,0.60276956,0.1,pr,pr15180004,2015-06-29T13:03:56.524Z,"68km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
